danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_names,artist_names,happy,genre
0.715,0.607,4,-8.99,0,0.0472,0.29,0,0.493,0.348,112.025,201179,4,Ideas,['Au/Ra'],0,pop
0.71,0.405,9,-10.864,0,0.0519,0.777,0.000163,0.111,0.402,103.04,207960,4,Cold Blooded,['Khalid'],0,pop
0.777,0.673,6,-6.218,0,0.03,0.0145,0,0.282,0.939,119.971,180364,4,Watching You Walk Away,['Stephen Puth'],0,
0.638,0.583,7,-6.342,1,0.0884,0.203,0,0.0745,0.416,76.507,139402,4,"make you mine - feat. Snøw, Powfu, Rxseboy","['Fudasca', 'Snøw', 'Rxseboy', 'Powfu']",0,Alternative
0.691,0.553,0,-8.095,1,0.0645,0.342,0,0.108,0.469,99.986,117300,4,Sandheden,['Jimilian'],0,pop
0.791,0.593,11,-7.822,0,0.0386,0.137,0.0125,0.156,0.798,116.05,159566,4,Couldn't Be,['Jeuru'],0,r&b
0.548,0.457,4,-7.626,1,0.0691,0.224,8.32E-05,0.11,0.494,175.659,197727,4,Wrong Places (from Songland),['H.E.R.'],0,pop
0.514,0.387,7,-8.46,1,0.245,0.807,0,0.0999,0.651,181.096,200627,3,this is what a toxic relationship feels like,['Clinton Kane'],0,
0.63,0.504,6,-6.152,1,0.0334,0.0953,0,0.308,0.487,89.946,249867,4,If I Were a Boy,['Beyoncé'],0,pop
0.719,0.385,8,-10.907,1,0.0403,0.0167,0.0313,0.111,0.27,128,167468,4,Sweeter (feat. Terrace Martin),"['Leon Bridges', 'Terrace Martin']",0,r&b
0.597,0.476,0,-9.423,1,0.0258,0.737,0.000826,0.095,0.145,98.019,244387,4,21:04,['Mads Langer'],0,pop
0.689,0.493,6,-6.357,0,0.0374,0.0764,0,0.156,0.813,149.987,136440,4,easy for u.,['will hyde'],0,
0.787,0.53,4,-6.637,1,0.128,0.137,2.80E-06,0.16,0.333,139.99,161767,4,SAD,['ELI'],0,pop
0.56,0.545,6,-5.578,0,0.0283,0.00308,3.68E-05,0.0803,0.229,135.156,205880,4,Not Gonna Cry,['Emma Steinbakken'],0,pop
0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.244,74.897,252733,4,Let Her Go,['Passenger'],0,pop
0.482,0.273,0,-13.396,1,0.043,0.792,0.00223,0.109,0.142,118.952,143290,4,Not What I Meant (feat. Lewis Watson),"['dodie', 'Lewis Watson']",0,pop
0.428,0.274,3,-7.363,1,0.0394,0.805,0,0.102,0.176,145.067,240173,4,Bumper Cars,['Alex & Sierra'],0,pop
0.764,0.471,0,-9.605,0,0.226,0.669,3.26E-05,0.0931,0.523,79.954,233659,4,Idiot (feat. Karl William),"['Artigeardit', 'Karl William']",0,pop
0.558,0.233,7,-12.513,1,0.089,0.797,0,0.13,0.353,80.881,219440,4,Hold It Together,['JP Saxe'],0,pop
0.582,0.277,4,-9.119,0,0.0345,0.805,0,0.0978,0.178,117.852,208270,4,Wish You Well - Acoustic,"['Sigala', 'Becky Hill']",0,pop
0.594,0.557,0,-7.171,0,0.229,0.26,2.73E-05,0.15,0.159,75.06,161302,4,"Bad, sad & kinda mad",['Emma Steinbakken'],0,pop
0.696,0.404,7,-10.662,0,0.0417,0.155,0.0119,0.228,0.116,120.057,182027,4,Chain,['Lolo Zouaï'],0,r&b
0.689,0.508,5,-5.741,1,0.0436,0.303,0,0.0922,0.417,151.759,196710,4,Sweatshirt,['X Lovers'],0,pop
0.33,0.357,10,-10.171,1,0.0348,0.866,1.76E-05,0.19,0.101,84.119,182720,3,Sandcastles,['Beyoncé'],0,pop
0.688,0.637,0,-5.127,1,0.259,0.185,1.97E-05,0.0943,0.449,160.026,168347,4,D.R.E.A.M. (feat. Ghostface Killah),"['Miley Cyrus', 'Ghostface Killah']",0,hip hop
0.798,0.481,10,-6.965,1,0.0397,0.484,0,0.0804,0.701,108.015,176427,4,Sweater,['Tessa Odden'],0,
0.422,0.745,8,-4.632,1,0.0378,0.221,0,0.0981,0.588,95.487,193447,4,It's Gotta Be You,['Isaiah Firebrace'],0,pop
0.287,0.396,9,-6.249,1,0.0376,0.864,0,0.111,0.203,71.714,77573,3,Lady In A Glass Dress (Interlude),['Chris Brown'],0,pop
0.526,0.589,8,-8.224,0,0.0439,0.187,1.17E-05,0.103,0.156,95.045,188813,4,Rather Be,['H.E.R.'],0,pop
0.745,0.477,11,-7.706,0,0.088,0.202,0,0.12,0.454,136.055,222320,4,Younger,['Ruel'],0,pop
0.52,0.513,7,-7.208,1,0.0256,0.281,0,0.0976,0.17,77.903,202213,4,fOoL fOr YoU,['ZAYN'],0,pop
0.576,0.39,10,-7.202,1,0.0297,0.491,0,0.111,0.319,73.433,230267,4,Praying,['Kesha'],0,pop
0.527,0.407,1,-10.64,0,0.135,0.57,0.000135,0.224,0.264,174.202,210947,4,I Won't,['H.E.R.'],0,pop
0.782,0.846,9,-5.07,0,0.117,0.142,0,0.0408,0.917,126.061,179093,4,From Paris To Berlin - Radio Edit,['Infernal'],0,pop
0.589,0.596,7,-4.585,0,0.125,0.255,6.92E-06,0.0943,0.384,175.612,199147,4,Details,['Kayla Brianna'],0,pop
0.708,0.186,9,-8.953,0,0.042,0.868,0,0.0779,0.322,72.541,156106,4,July,['Noah Cyrus'],0,pop
0.613,0.347,5,-6.486,1,0.034,0.591,0,0.0959,0.25,109.764,224144,4,I Don't Want You Back,['AJ Mitchell'],0,pop
0.604,0.309,9,-19.226,1,0.053,0.454,0.531,0.122,0.287,150.105,168000,4,Good,['moow'],0,Alternative
0.739,0.344,4,-8.904,0,0.0376,0.887,0.968,0.099,0.439,100.121,183606,4,Ballad of the Lady,['moow'],0,Alternative
0.447,0.424,8,-14.393,1,0.0637,0.492,0.922,0.079,0.102,141.948,83666,4,Crank Dat,['moow'],0,Alternative
0.851,0.128,0,-11.33,1,0.0441,0.385,0.731,0.121,0.209,140.029,83152,4,Bad Mood,['moow'],0,Alternative
0.754,0.197,2,-11.627,1,0.105,0.958,0.944,0.0966,0.326,140.178,97085,4,You'r in My Head,"['moow', 'Lotte Kestner']",0,pop
0.822,0.107,1,-13.824,1,0.0862,0.882,0.861,0.084,0.622,77.467,82843,4,Wake Up,"['moow', 'Lotte Kestner']",0,pop
0.788,0.446,6,-9.812,1,0.0693,0.54,0.694,0.273,0.545,80.033,108000,4,controlla,['Idealism'],0,Alternative
0.605,0.395,0,-6.991,0,0.0318,0.656,0.293,0.297,0.661,166.495,76807,4,monster gambling in tokyo,['Idealism'],0,Alternative
0.425,0.21,8,-12.242,0,0.0451,0.776,0.902,0.0992,0.311,158.846,119902,4,Lonely,['Idealism'],0,Alternative
0.657,0.284,3,-10.164,1,0.0706,0.0109,0.912,0.113,0.575,179.971,128000,4,Ollies,['Saiko'],0,rock
0.645,0.114,9,-15.768,1,0.356,0.967,0.831,0.112,0.191,78.015,86571,4,viola,['eevee'],0,Alternative
0.87,0.146,8,-11.877,0,0.22,0.499,0.941,0.105,0.889,80.087,108078,4,french inhale,['[bsd.u]'],0,Alternative
0.605,0.396,5,-11.301,0,0.0509,0.8,0.872,0.141,0.622,80.957,139684,4,"sincerely, yours",['Nohidea'],0,Alternative
0.524,0.325,11,-12.764,0,0.267,0.943,0.235,0.0941,0.504,73.828,157000,4,Fade,['Knowmadic'],0,Alternative
0.595,0.462,1,-5.675,0,0.0391,0.0724,0.784,0.108,0.118,84.982,76255,4,Why Not,"['Dream Easy Collective', 'Blvk.']",0,
0.62,0.396,6,-7.87,1,0.0858,0.912,0.945,0.106,0.326,146.237,118356,5,Eternal,['Yuutsu'],0,Alternative
0.501,0.351,5,-10.805,1,0.0331,0.987,0.824,0.173,0.135,78.959,127595,4,Bloom,['Yuutsu'],0,Alternative
0.799,0.195,2,-10.14,1,0.217,0.191,0.918,0.112,0.639,81.052,83801,4,Pitts,['Sarcastic Sounds'],0,Alternative
0.665,0.26,6,-6.719,1,0.098,0.347,0.843,0.135,0.758,172.027,83853,4,Frankee,['Sarcastic Sounds'],0,Alternative
0.647,0.324,0,-12.021,1,0.117,0.389,0.611,0.119,0.451,74.892,90514,4,Amour,['Sarcastic Sounds'],0,Alternative
0.835,0.422,7,-12.713,1,0.17,0.176,0.599,0.106,0.41,142.333,122217,4,Runaway,"['Sarcastic Sounds', 'Beowülf', 'Mishaal']",0,Alternative
0.841,0.253,8,-14.065,1,0.0923,0.889,0.871,0.334,0.516,78.966,114684,4,Down,['notliam.'],0,
0.618,0.211,9,-16.41,1,0.208,0.876,0.849,0.0887,0.142,83.982,85714,4,Panacea.,['Misc.Inc'],0,Alternative
0.649,0.305,11,-12.054,0,0.03,0.845,0.789,0.681,0.533,77.117,218049,4,Otoño,['Juan Rios'],0,Alternative
0.736,0.116,2,-12.195,0,0.114,0.808,0.938,0.108,0.088,77.935,92414,3,Elusive,['Arbour'],0,Alternative
0.511,0.279,0,-14.254,1,0.0303,0.749,0.212,0.106,0.0632,130,155096,4,i've been doing well,['White Shinobi'],0,Alternative
0.536,0.324,2,-16.812,1,0.0332,0.201,0.949,0.121,0.0635,123.988,186149,4,sundial,['Borealism'],0,Alternative
0.356,0.326,9,-18.292,0,0.0378,0.901,0.96,0.0687,0.0965,147.998,145388,4,Glider,['Borealism'],0,Alternative
0.685,0.203,1,-13.864,1,0.415,0.794,0.912,0.122,0.421,80.639,190586,4,lost found 2001 rare,['eevee'],0,Alternative
0.651,0.335,10,-8.242,0,0.126,0.732,0.0383,0.0864,0.242,120.112,164063,4,Hiraeth,['Toonorth'],0,Alternative
0.658,0.165,1,-14.393,1,0.0389,0.541,0.856,0.107,0.676,146.963,73799,4,the last page,['97SPECIAL'],0,
0.673,0.379,2,-16.275,1,0.0384,0.444,0.852,0.115,0.158,95.007,202105,4,"didn't matter, still doesn't",['killedmyself'],0,Alternative
0.657,0.335,8,-15.638,1,0.0346,0.307,0.813,0.121,0.506,109.935,192000,4,broken homes,['killedmyself'],0,Alternative
0.794,0.491,4,-12.703,0,0.0349,0.0376,0.48,0.0909,0.356,115.011,182087,4,leave them to rot,['killedmyself'],0,Alternative
0.636,0.351,11,-13.781,0,0.056,0.151,0.844,0.107,0.36,184.055,232174,4,when I'm not around (Feat. old Major),"['killedmyself', 'old Major']",0,Alternative
0.621,0.534,8,-8.387,1,0.0304,0.899,0.0771,0.208,0.427,117.049,185128,4,"and then, it swallowed me","['Nohidea', 'killedmyself', 'Delta Sleep']",0,rock
0.649,0.18,5,-11.009,1,0.0356,0.811,0.883,0.095,0.0702,105.053,165006,4,I've Been Good,['SPEECHLESS'],0,Alternative
0.432,0.334,8,-16.81,1,0.273,0.473,0.856,0.0747,0.244,215.262,165926,5,Close To,"['Harris Cole', 'Aso']",0,Alternative
0.542,0.327,5,-8.618,0,0.0516,0.883,0.854,0.0703,0.186,142.134,136000,4,The End (feat. Fujitsu),"['Philanthrope', 'Fujitsu']",0,Alternative
0.741,0.369,0,-11.246,1,0.0386,0.398,0.854,0.115,0.223,134.99,170685,4,"See Your Face, in the Darkest Places","['Aidan', 'Johnny Goth']",0,pop
0.576,0.85,2,-4.02,0,0.145,0.568,0.175,0.176,0.296,139.981,132018,4,First Light,['Desired'],0,Alternative
0.734,0.223,6,-16.779,1,0.0467,0.919,0.96,0.119,0.133,119.953,89000,4,Idk,['Imfinenow'],0,
0.479,0.338,8,-16.802,1,0.0581,0.969,0.907,0.408,0.0387,119.946,117197,4,No I'm Not,['Imfinenow'],0,
0.702,0.412,5,-10.878,0,0.0392,0.0553,0.519,0.0894,0.391,120.025,100000,4,Getting Further Away,['Vague003'],0,hip hop
0.69,0.241,2,-12.063,1,0.0476,0.712,0.904,0.109,0.167,74.889,150400,4,Sometimes,['stream_error'],0,Alternative
0.608,0.18,10,-18.239,1,0.0402,0.886,0.29,0.147,0.113,60.02,84000,4,"Hold on, Pt. 2",['Ok2222'],0,Alternative
0.645,0.394,10,-14.194,0,0.0442,0.876,0.911,0.11,0.368,133.98,119994,4,Forgotten Autumn,['Philip Von Wartenberg'],0,
0.58,0.391,0,-13.828,1,0.0488,0.928,0.953,0.078,0.145,85.007,112402,4,Disappear,['Oatmello'],0,Alternative
0.663,0.319,5,-12.536,1,0.0449,0.919,0.853,0.103,0.0759,81.072,121482,4,forever,"[""j'san""]",0,Alternative
0.477,0.416,6,-16.009,1,0.0565,0.94,0.0349,0.11,0.171,183.109,127869,3,"hello, it's me","[""j'san""]",0,Alternative
0.407,0.23,10,-13.28,1,0.029,0.919,0.36,0.112,0.185,137.905,177409,4,Reality,['SPEECHLESS'],0,Alternative
0.435,0.39,5,-9.919,1,0.434,0.902,0.0188,0.0965,0.522,171.701,129391,3,One Day.,['Mora'],0,Alternative
0.494,0.143,11,-18.151,1,0.033,0.641,0.942,0.119,0.359,82.227,169542,4,Crushed,['w00ds'],0,Alternative
0.587,0.602,2,-7.046,1,0.154,0.912,0.899,0.122,0.0973,78.714,189072,4,Lost at Sea,['w00ds'],0,Alternative
0.698,0.464,8,-9.236,1,0.125,0.837,0.902,0.168,0.131,159.177,144893,4,Distant,['w00ds'],0,Alternative
0.537,0.464,0,-11.685,1,0.041,0.904,0.72,0.532,0.468,108.022,161111,4,Broken,['w00ds'],0,Alternative
0.592,0.225,1,-11.016,1,0.0444,0.948,0.918,0.109,0.0673,75.854,151898,4,Nothing,['w00ds'],0,Alternative
0.697,0.201,5,-18.844,1,0.0497,0.854,0.896,0.11,0.431,117.062,227692,3,Streetlight,['w00ds'],0,Alternative
0.785,0.222,8,-21.624,1,0.0418,0.86,0.84,0.106,0.327,139.885,195000,4,The Girl I Haven't Met,['Kudasaibeats'],0,Alternative
0.642,0.535,0,-8.693,1,0.0334,0.588,0.896,0.135,0.0604,110.501,121673,4,Bloom,['w00ds'],0,Alternative
0.811,0.483,2,-11.236,1,0.192,0.852,0.744,0.959,0.853,146.021,197982,4,alone and numb,['E I S U'],0,
0.29,0.424,5,-14.717,1,0.0384,0.922,0.848,0.12,0.0985,140.05,253962,4,All We Had Is Gone,['Groundfold'],0,
0.668,0.322,8,-18.818,1,0.225,0.591,0.864,0.495,0.217,78.013,246170,4,I Guess U Forgot About Me,['cucu'],0,
0.864,0.0682,8,-14.197,1,0.0634,0.461,0.946,0.127,0.0519,126.009,201927,4,lost,['Mvdb'],0,
0.346,0.323,2,-11.27,1,0.0573,0.955,0.65,0.305,0.173,203.217,141153,4,Alone,['E I S U'],0,
0.657,0.472,2,-12.827,1,0.0498,0.127,0.00206,0.699,0.0766,88.003,146271,4,2:40am,['E I S U'],0,
0.746,0.0609,9,-13.803,1,0.0661,0.628,0.951,0.152,0.385,124.012,185861,4,Next to You,['Alicks'],0,Alternative
0.295,0.209,0,-17.755,1,0.0835,0.89,0.621,0.184,0.226,79.299,183896,3,Above Us,['H.1'],0,Alternative
0.343,0.0642,0,-24.203,1,0.0322,0.369,0.915,0.107,0.0399,120.041,224000,4,Conditions,['H.1'],0,Alternative
0.687,0.525,9,-7.57,0,0.0558,0.336,0.00515,0.114,0.289,74.991,219242,4,I Still Dream Of You (feat. Thomas Reid),"['Kina', 'Thomas Reid']",0,pop
0.737,0.228,11,-14.524,0,0.0539,0.58,0.699,0.183,0.185,123.142,156667,4,Country Boy,['w00ds'],0,Alternative
0.579,0.499,2,-11.197,1,0.121,0.558,0.492,0.494,0.213,160.093,144000,4,dont say a word,['Idealism'],0,Alternative
0.599,0.296,9,-14.889,0,0.0871,0.847,0.815,0.107,0.0373,86.904,162759,4,still breathing,['Kupla'],0,
0.732,0.418,1,-13.177,0,0.0683,0.982,0.915,0.395,0.339,82.633,96279,4,you don't have to cry,['Nohidea'],0,Alternative
0.544,0.543,1,-12.962,1,0.0452,0.874,0.13,0.112,0.0444,92.575,171628,4,Louie's Lullaby,['Harris Cole'],0,Alternative
0.718,0.274,7,-13.068,0,0.139,0.376,0.872,0.191,0.41,168.512,94093,4,Thief,['Sarcastic Sounds'],0,Alternative
0.349,0.214,6,-18.295,0,0.0538,0.926,0.121,0.321,0.236,201.128,199604,4,We've Never Met but Can We Have a Cup of Coffee or Something,['In Love With a Ghost'],0,Alternative
0.642,0.333,10,-12.624,1,0.0589,0.453,0.881,0.639,0.043,70.867,244000,4,Only One,['C H O I S I E S'],0,
0.752,0.182,6,-20.228,1,0.0566,0.953,0.912,0.127,0.592,114.99,133616,4,NOTHING,['Tra$h'],0,Alternative
0.72,0.372,0,-9.527,1,0.0394,0.281,0.932,0.377,0.318,75.017,92025,4,about claudia,"['furino', 'importmedia']",0,Alternative
0.59,0.615,2,-8.495,1,0.4,0.894,0.899,0.352,0.518,139.857,116589,4,6,['furino'],0,Alternative
0.491,0.413,11,-13.169,0,0.112,0.271,0.939,0.17,0.174,139.934,222875,4,it's never enough to say i'm sorry,['furino'],0,Alternative
0.552,0.5,10,-10.421,0,0.533,0.872,0.903,0.158,0.468,89.062,118667,4,g o o d b y e,['sleepee.'],0,
0.432,0.281,11,-15.621,0,0.0473,0.587,1.39E-05,0.123,0.27,146.217,187414,4,spares,"['furino', 'Sam the Psychic', 'Ekaj']",0,Alternative
0.799,0.202,4,-20.576,1,0.116,0.498,0.644,0.308,0.701,146.024,134818,3,Hopeless,['Beowülf'],0,Alternative
0.671,0.628,4,-5.117,1,0.0273,0.536,0.151,0.12,0.595,135.005,101517,4,Pain = BESTFRIEND - feat. Travis Barker,"['XXXTENTACION', 'Travis Barker']",0,rock
0.607,0.128,9,-18.278,0,0.123,0.833,0,0.118,0.401,115.455,158564,4,Manual do Suicidio,['kamaitachi'],0,Alternative
0.556,0.523,3,-7.3,0,0.122,0.181,3.22E-06,0.109,0.215,154.892,279326,4,Letdown,"['nothing,nowhere.']",0,pop
0.763,0.226,9,-9.369,0,0.0468,0.913,0.526,0.108,0.196,104.998,169143,5,Never Happy,['Lil Happy Lil Sad'],0,Alternative
0.478,0.453,1,-11.676,1,0.318,0.936,0.34,0.112,0.179,105.751,159823,3,Queima,['Konai'],0,hip hop
0.66,0.225,2,-21.099,1,0.102,0.912,0.23,0.11,0.213,75.06,128221,4,Te Vi na Rua Ontem,['Konai'],0,hip hop
0.699,0.306,5,-13.506,0,0.0355,0.401,0.0931,0.143,0.191,105.098,169900,4,PQTNV,"['Konai', 'Kweller']",0,hip hop
0.696,0.245,10,-13.572,0,0.0713,0.903,0.0138,0.298,0.403,124.94,145972,4,Oodal - Tearboy,['Konai'],0,hip hop
0.731,0.587,6,-7.323,1,0.0565,0.0209,0,0.117,0.545,136.001,142853,4,Far,['Lil Xan'],0,hip hop
0.469,0.786,5,-5.396,0,0.186,0.0126,3.76E-05,0.503,0.409,87.023,177480,4,Color Blind,"['Diplo', 'Lil Xan']",0,pop
0.938,0.813,7,-6.872,0,0.27,0.0624,1.23E-06,0.0801,0.73,122.984,90747,4,Slingshot,['Lil Xan'],0,hip hop
0.646,0.64,3,-6.522,0,0.0424,0.0348,0,0.108,0.882,134.03,216041,4,The Brightside,['Lil Peep'],0,hip hop
0.806,0.37,6,-13.584,0,0.042,0.872,0.00486,0.105,0.822,110.073,176710,4,SAFE,['Tra$h'],0,Alternative
0.669,0.428,11,-11.361,0,0.0361,0.948,0.968,0.111,0.303,139.894,123687,4,WAITING,['Tra$h'],0,Alternative
0.579,0.34,4,-15.129,0,0.313,0.81,0.249,0.126,0.185,135.652,141500,4,brooklyn baby,"['frumhere', 'Doja Cat']",0,pop
0.653,0.554,5,-14.88,0,0.669,0.847,0.33,0.341,0.555,180.051,90674,4,Your Love Makes Me Depressed,"['Shiloh Dynasty', 'itssvd']",0,Alternative
0.463,0.632,7,-9.577,1,0.0525,0.393,0,0.127,0.0894,163.71,100260,4,Haunt U,"['mysticphonk', 'Lil Peep']",0,hip hop
0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,126346,4,Look At Me!,['XXXTENTACION'],0,hip hop
0.525,0.399,0,-11.526,1,0.126,0.559,0.00728,0.193,0.29,131.747,123951,4,"No I Don't Want, Just Anyone","['Unclenathannn', 'Shiloh Dynasty']",0,Alternative
0.806,0.341,1,-18.307,1,0.206,0.891,0.773,0.145,0.344,109.953,136330,4,Keep You Safe,"['SHRK', 'Shiloh Dynasty']",0,Alternative
0.862,0.388,9,-15.143,0,0.229,0.746,0.00677,0.0571,0.793,96.955,133747,4,Empty Hearts,"['prxz', 'Shiloh Dynasty']",0,Alternative
0.627,0.226,9,-15.169,0,0.287,0.966,3.94E-06,0.0838,0.299,77.644,178914,4,"Manual do Suicídio, Pt. 2",['kamaitachi'],0,Alternative
0.523,0.107,8,-17.712,1,0.0673,0.916,0,0.372,0.318,130.001,223897,4,Super Heroína,['kamaitachi'],0,Alternative
0.587,0.305,9,-15.614,1,0.22,0.738,0.179,0.152,0.0666,91.832,166990,4,Pretty (feat. Addie),"['Blai$y', 'Addie']",0,Alternative
0.792,0.436,0,-11.477,0,0.34,0.0383,0,0.1,0.224,122.1,111464,4,I Am So Sad...I Am So Very Very Sad,['Whize'],0,
0.605,0.0602,5,-21.301,1,0.182,0.984,1.76E-05,0.0957,0.425,115.109,104883,4,Cabelos Arco-Íris,['kamaitachi'],0,Alternative
0.549,0.0912,1,-23.221,0,0.123,0.949,0,0.316,0.788,101.739,102427,4,Noiva Cadáver,['kamaitachi'],0,Alternative
0.728,0.594,10,-4.557,0,0.196,0.226,0.0136,0.318,0.513,153.071,131467,4,Wake Up,['Lil Xan'],0,hip hop
0.644,0.697,0,-6.069,0,0.0542,0.56,0,0.111,0.244,120.044,240440,4,Girls,"['Lil Peep', 'Horse Head']",0,hip hop
0.602,0.762,2,-6.149,0,0.0347,0.0498,0.00819,0.121,0.112,92.02,159987,4,Benz Truck (гелик),['Lil Peep'],0,hip hop
0.697,0.714,4,-7.872,1,0.23,0.0727,0,0.233,0.575,138.145,211240,4,Moonlight,"['Lil Xan', 'Charli XCX']",0,pop
0.759,0.885,5,-3.683,1,0.157,0.535,2.33E-06,0.103,0.742,138.059,180733,4,Saved by the Bell,['Lil Xan'],0,hip hop
0.834,0.748,4,-2.655,1,0.0476,0.263,0,0.121,0.824,132.071,203702,4,Who Are You?,"['Lil Xan', 'Oohdem Beatz']",0,pop
0.795,0.661,1,-5.111,1,0.0882,0.627,0,0.223,0.665,79.981,135052,4,Bloody Nose,['Lil Xan'],0,hip hop
0.376,0.612,1,-8.115,1,0.116,0.0644,1.99E-05,0.0934,0.145,74.682,185757,4,Midnight In Prague,['Lil Xan'],0,hip hop
0.698,0.59,7,-5.572,0,0.0717,0.234,7.90E-06,0.0601,0.113,69.978,167160,4,Watch Me Fall,['Lil Xan'],0,hip hop
0.694,0.574,6,-10.671,1,0.127,0.537,0.0328,0.113,0.384,159.994,165067,4,Emotions (Prod Morgoth x Billy of Good Charlotte),['Lil Xan'],0,hip hop
0.827,0.343,1,-11.113,1,0.131,0.0339,0,0.106,0.501,125.989,121600,4,Slope,['Lil Xan'],0,hip hop
0.782,0.668,1,-3.236,1,0.0707,0.000349,0.0874,0.111,0.485,139.978,178333,4,The Man (feat. $teven Cannon),"['Lil Xan', '$teven Cannon']",0,hip hop
0.861,0.651,10,-9.541,1,0.248,0.189,0,0.58,0.459,142.057,121757,4,Been Bout It,['Lil Xan'],0,hip hop
0.806,0.587,9,-5.363,1,0.109,0.214,3.40E-06,0.111,0.168,131.908,235677,4,Vicodin,['Lil Xan'],0,hip hop
0.708,0.235,11,-16.156,0,0.318,0.772,0.00238,0.103,0.169,139.998,120059,4,Revenge,['XXXTENTACION'],0,hip hop
0.448,0.541,4,-11.34,0,0.397,0.47,0,0.1,0.237,81.92,209099,4,Slipknot,"['XXXTENTACION', 'Kin$oul', 'Killstation']",0,hip hop
0.421,0.154,0,-12.405,1,0.0319,0.102,0.00692,0.207,0.0949,99.886,112800,4,King,['XXXTENTACION'],0,hip hop
0.61,0.258,0,-12.758,1,0.0331,0.883,0.0145,0.103,0.164,127.08,109986,4,"ALONE, PART 3",['XXXTENTACION'],0,hip hop
0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4,the remedy for a broken heart (why am I so in love),['XXXTENTACION'],0,hip hop
0.915,0.692,9,-7.544,1,0.0857,0.15,0.00012,0.0964,0.713,118.981,137174,4,Looking for a Star,['XXXTENTACION'],0,hip hop
0.73,0.534,3,-6.413,0,0.0687,0.703,0,0.152,0.607,126.068,168676,4,Win,['Nissim Black'],0,hip hop
0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,121887,4,changes,['XXXTENTACION'],0,hip hop
0.725,0.234,10,-13.849,0,0.354,0.8,0.00218,0.109,0.649,87.935,104072,4,hate will never win,['XXXTENTACION'],0,hip hop
0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166568,4,SAD!,['XXXTENTACION'],0,hip hop
0.694,0.319,11,-10.061,1,0.0303,0.883,0,0.095,0.493,129.797,121969,4,changes,['XXXTENTACION'],0,hip hop
0.746,0.338,11,-13.472,0,0.109,0.674,0.000375,0.529,0.469,120.053,48423,4,love yourself (interlude),['XXXTENTACION'],0,hip hop
0.44,0.22,11,-11.897,1,0.0313,0.822,0.301,0.105,0.29,123.565,90331,4,In the End,['On Froy'],0,
0.492,0.712,9,-7.278,0,0.691,0.564,9.10E-05,0.357,0.23,137.453,164083,3,Train food,['XXXTENTACION'],0,hip hop
0.593,0.0668,11,-15.268,0,0.0722,0.949,1.31E-05,0.194,0.19,102.456,76974,4,difference (interlude),['XXXTENTACION'],0,hip hop
0.73,0.703,0,-5.045,1,0.128,0.511,0,0.139,0.848,147.92,147000,4,Best Friend,['Nissim Black'],0,hip hop
0.448,0.541,4,-11.34,0,0.397,0.47,0,0.1,0.237,81.92,209099,4,Slipknot,"['XXXTENTACION', 'Kin$oul', 'Killstation']",0,hip hop
0.623,0.891,8,-3.374,1,0.0332,0.217,0,0.106,0.55,129.987,310208,4,Yaarr Ni Milyaa,"['Harrdy Sandhu', 'B Praak', 'Jaani']",0,pop
0.653,0.592,3,-5.605,0,0.0433,0.34,8.63E-06,0.118,0.462,153.88,228867,4,"Tere Bajhon (From ""Rabb Da Radio"")",['Tarsem Jassar'],0,pop
0.67,0.498,0,-8.872,1,0.0738,0.0604,0,0.0904,0.643,93.032,278710,4,Zindagi,"['Akhil', 'Desi Routz']",0,pop
0.662,0.661,0,-5.689,1,0.0514,0.417,0,0.0784,0.222,80.009,201689,4,Khaab,['Akhil'],0,pop
0.473,0.692,10,-3.313,0,0.0419,0.754,0,0.339,0.628,89.887,274667,4,Bacha,"['Prabh Gill', 'B Praak']",0,pop
0.392,0.58,9,-6.647,0,0.113,0.381,0,0.333,0.191,155.608,261538,4,Teri Kami,"['Akhil', 'Bob']",0,pop
0.683,0.866,0,-4.531,1,0.104,0.772,0,0.151,0.494,72.506,235047,4,Surma,['Aamir Khan'],0,
0.57,0.75,1,-2.847,1,0.0409,0.468,0,0.0788,0.543,139.997,322286,4,Bewafaai,['B Praak'],0,pop
0.372,0.51,5,-3.395,0,0.0356,0.821,0,0.163,0.27,81.736,203846,4,Hanju (feat. Gupz Sehra),"['Ammy Virk', 'Gupz Sehra']",0,pop
0.542,0.718,8,-3.981,1,0.0586,0.196,0,0.0414,0.708,90.214,282813,4,"Awaaz (From ""Qismat"")",['Kamal Khan'],0,pop
0.284,0.487,3,-4.179,0,0.0312,0.392,0,0.165,0.415,170.61,249882,4,"Fakira (From ""Qismat"")",['Gurnam Bhullar'],0,pop
0.556,0.708,4,-3.286,0,0.0353,0.684,0,0.142,0.511,84.86,249843,4,"Kaun Hoye Ga (From ""Qismat"")","['B Praak', 'Divya Bhatt']",0,pop
